gene_id,gene_name,abundance
b0568,nfrA,3.39
b2817,amiC,3.36
b2112,yehE,3.36
b0960,yccS,3.35
b3456,livM,3.32
b4311,nanC,3.32
b3492,yhiN,3.3
b1125,potB,3.3
b0448,mdlA,3.29
b4003,zraS,3.29
b2453,eutG,3.29
b4278,insG,3.29
b3631,waaG,3.28
b1736,chbA,3.28
b1392,paaE,3.28
b0365,tauA,3.28
b3635,mutM,3.27
b1828,yebQ,3.27
b3238,yhcN,3.26
b0162,cdaR,3.22
b0278,yagL,3.22
b2151,galS,3.22
b0764,modB,3.22
b0796,ybiH,3.2
b1468,narZ,3.2
b1621,malX,3.19
b2230,yfaA,3.18
b3537,bcsF,3.18
b3424,glpG,3.17
b2172,yeiQ,3.16
b0148,hrpB,3.15
b2559,tadA,3.15
b1671,ydhX,3.15
b2561,yfhH,3.14
b0770,ybhI,3.13
b0730,mngR,3.13
b4018,iclR,3.12
b1747,astA,3.11
b2786,barA,3.09
b3726,pstA,3.08
b2333,yfcP,3.08
b0995,torR,3.06
b0271,yagH,3.06
b2707,srlR,3.05
b2148,mglC,3.05
b2211,yojI,3.04
b1561,rem,3.03
b4290,fecB,3.03
b1302,puuE,3.03
b4264,idnR,3.02
b1073,flgB,3.02
b0260,mmuP,3.02
b0645,ybeR,3.02
b4348,hsdS,3.01
b1835,rsmF,3
b3603,lldP,3
b4379,yjjW,2.99
b0921,smtA,2.99
b0314,betT,2.98
b2135,yohC,2.98
b0228,rayT,2.98
b2504,yfgG,2.97
b4304,sgcC,2.96
b1024,pgaA,2.96
b2889,idi,2.96
b3889,yiiE,2.94
b2144,sanA,2.93
b3063,ttdT,2.93
b3360,pabA,2.92
b4327,hypT,2.92
b1429,tehA,2.91
b2698,recX,2.91
b0567,ybcH,2.9
b3519,treF,2.9
b3856,mobB,2.9
b1859,znuB,2.9
b3442,yhhZ,2.9
b2822,recC,2.89
b1223,narK,2.87
b1303,pspF,2.87
b1268,yciQ,2.87
b3494,uspB,2.87
b4066,yjcF,2.87
b0556,rzpD,2.86
b2442,intZ,2.86
b0099,mutT,2.86
b0861,artM,2.85
b4197,ulaE,2.85
b1524,glsB,2.85
b2543,yphA,2.85
b1558,cspF,2.85
b2277,nuoM,2.84
b1968,yedV,2.84
b3542,dppC,2.84
b1607,ydgC,2.83
b2175,mepS,2.82
b0639,nadD,2.82
b2068,alkA,2.81
b3582,sgbU,2.81
b1165,ymgA,2.81
b3095,yqjA,2.81
b2430,yfeW,2.79
b4317,fimD,2.78
b1606,folM,2.77
b0175,cdsA,2.77
b0732,mngB,2.76
b0935,ssuD,2.76
b2705,srlD,2.76
b2919,scpB,2.75
b1216,chaA,2.75
b4146,epmB,2.74
b1393,paaF,2.73
b1159,mcrA,2.73
b2846,yqeH,2.73
b1300,puuC,2.73
b3280,yrdB,2.73
b3859,srkA,2.72
b2226,yfaQ,2.72
b1694,ydiF,2.72
b1649,nemR,2.72
b3614,yibQ,2.71
b2718,hycH,2.7
b3074,ygjH,2.7
b4374,yjjG,2.7
b1745,astB,2.7
b0039,caiA,2.69
b0047,kefC,2.69
b3906,rhaR,2.69
b1372,stfR,2.69
b2782,mazF,2.68
b3415,gntT,2.68
b0482,ybaP,2.68
b1140,intE,2.67
b3084,rlmG,2.67
b3680,yidL,2.65
b3154,yhbP,2.65
b2729,hypD,2.64
b4217,ytfK,2.64
b0361,insD1,2.63
b1996,b1996,2.63
b2860,b2860,2.63
b3045,b3045,2.63
b4273,b4273,2.63
b1402,b1402,2.63
b0520,ylbF,2.62
b2867,xdhB,2.61
b4109,crfC,2.61
b2555,yfhG,2.6
b3088,alx,2.6
b1390,paaC,2.59
b4468,glcE,2.59
b3668,uhpB,2.58
b3082,higA,2.58
b0789,clsB,2.58
b0847,ybjL,2.57
b1689,ydiL,2.56
b2558,mltF,2.55
b2714,ascG,2.55
b3265,acrE,2.54
b3025,qseB,2.53
b1985,yeeO,2.53
b0349,mhpC,2.53
b0566,envY,2.52
b0139,htrE,2.52
b0544,ybcK,2.52
b2724,hycB,2.52
b2979,glcD,2.52
b1863,ruvC,2.52
b1708,nlpC,2.51
b4182,yjfJ,2.5
b3010,yqhC,2.49
b0231,dinB,2.48
b1218,chaC,2.48
b3059,plsY,2.47
b1054,lpxL,2.47
b2195,dsbE,2.47
b3116,tdcC,2.46
b2419,yfeK,2.45
b2791,truC,2.45
b2625,yfjI,2.44
b0926,ycbK,2.43
b1856,mepM,2.42
b0215,dnaQ,2.42
b0708,phr,2.41
b4237,nrdG,2.41
b4136,dsbD,2.41
b1695,ydiO,2.4
b0640,holA,2.4
b1869,yecN,2.4
b2409,yfeR,2.4
b0449,mdlB,2.38
b0447,ybaO,2.38
b2237,inaA,2.37
b2756,casE,2.36
b2721,hycE,2.36
b2049,cpsB,2.36
b2703,srlE,2.35
b0514,glxK,2.35
b4324,uxuR,2.34
b1292,sapC,2.33
b1350,recE,2.33
b1227,narI,2.31
b1771,ydjG,2.31
b0874,ybjE,2.31
b0885,aat,2.31
b0859,rlmC,2.31
b1113,ldtC,2.31
b3484,yhhI,2.3
b1530,marR,2.3
b1460,ydcC,2.3
b4546,ypeB,2.29
b3488,yhiJ,2.29
b0338,cynR,2.29
b2118,yehI,2.28
b0284,paoC,2.28
b2375,yfdX,2.28
b2015,yeeY,2.27
b3719,yieL,2.27
b1535,dgcZ,2.26
b1994,insH6,2.25
b3533,bcsA,2.23
b2382,ypdC,2.23
b0106,hofC,2.22
b2383,fryA,2.22
b1722,ydiY,2.22
b1443,ydcV,2.22
b1596,ynfM,2.22
b2101,yegW,2.22
b2098,yegT,2.21
b0289,ecpE,2.2
b3124,garK,2.2
b0144,gluQ,2.2
b2943,galP,2.19
b0569,nfrB,2.19
b1291,sapD,2.19
b2102,yegX,2.19
b4298,yjhH,2.19
b4309,nanS,2.18
b4359,opgB,2.18
b3130,yhaV,2.17
b3628,waaB,2.17
b3075,ebgR,2.17
b0043,fixC,2.15
b2896,cptA,2.14
b1343,dbpA,2.14
b0516,allC,2.13
b0768,ybhD,2.13
b0915,lpxK,2.12
b1709,btuD,2.12
b3158,yhbU,2.12
b1688,ydiK,2.11
b2778,ygcG,2.11
b0989,cspH,2.11
b0872,hcr,2.1
b0066,thiQ,2.1
b0846,rcdA,2.1
b3581,sgbH,2.1
b1542,ydfI,2.08
b0615,citF,2.07
b3818,yigG,2.06
b2861,b2861,2.05
b3044,b3044,2.05
b0360,InsC-1,2.05
b0224,yafK,2.05
b1403,b1403,2.05
b1997,b1997,2.05
b4272,b4272,2.05
b3475,acpT,2.04
b1293,sapB,2.04
b3047,yqiH,2.04
b2067,yegE,2.04
b0045,yaaU,2.03
b1697,ydiQ,2.03
b1297,puuA,2.03
b0089,ftsW,2.03
b2214,apbE,2.02
b2263,menH,2.01
b1529,marC,1.99
b3930,menA,1.99
b4485,ytfR,1.99
b2894,xerD,1.99
b2014,plaP,1.98
b0250,ykfB,1.98
b2062,wza,1.98
b4092,phnP,1.98
b0341,cynX,1.97
b2671,ygaC,1.97
b3587,yiaW,1.97
b3882,yihU,1.97
b4030,psiE,1.97
b4622,ytcA,1.96
b2427,murR,1.96
b3564,xylB,1.96
b1575,dicB,1.96
b1451,yncD,1.95
b1644,ydhJ,1.95
b4469,ygiQ,1.94
b2839,lysR,1.94
b2704,srlB,1.93
b3663,yicN,1.93
b2730,hypE,1.93
b3709,tnaB,1.92
b0097,secM,1.92
b4017,arpA,1.92
b3208,mtgA,1.92
b0155,clcA,1.92
b2556,glrK,1.92
b3128,garD,1.92
b2174,lpxT,1.91
b3009,yghB,1.91
b0853,ybjN,1.91
b1781,yeaE,1.91
b2753,iap,1.91
b0638,cobC,1.91
b0824,ybiY,1.91
b1811,yoaH,1.9
b3350,kefB,1.89
b2510,yfgJ,1.89
b1797,yeaR,1.88
b2636,yfjS,1.88
b1496,yddA,1.88
b0251,yafY,1.88
b2899,yqfA,1.87
b1751,ydjY,1.87
b0512,allB,1.86
b1653,lhr,1.85
b1609,rstB,1.85
b0794,ybhF,1.84
b2370,evgS,1.84
b3555,yiaG,1.84
b2260,menE,1.83
b1242,ychE,1.83
b1734,chbF,1.83
b2755,ygbT,1.83
b2738,ygbL,1.83
b0428,cyoE,1.82
b0496,ybbP,1.81
b2443,yffL,1.81
b1365,ynaK,1.81
b2873,hyuA,1.81
b3421,rtcB,1.81
b3157,yhbT,1.81
b2921,ygfI,1.8
b0464,acrR,1.79
b1447,ydcZ,1.79
b4335,yjiM,1.79
b3266,acrF,1.79
b1759,nudG,1.78
b1880,flhB,1.78
b3899,frvB,1.78
b3196,yrbG,1.78
b0993,torS,1.78
b1465,narV,1.78
b3148,yraN,1.78
b0842,mdfA,1.77
b3747,kup,1.76
b2295,yfbV,1.75
b3601,mtlR,1.75
b3949,frwC,1.75
b0367,tauC,1.74
b4380,yjjI,1.73
b3862,yihG,1.73
b0292,ecpB,1.73
b2758,casC,1.72
b0916,ycaQ,1.71
b3562,yiaA,1.71
b1375,ynaE,1.71
b2013,yeeE,1.7
b2251,nudI,1.69
b1554,rrrQ,1.69
b3604,lldR,1.68
b3676,yidH,1.68
b3715,yieH,1.68
b0543,emrE,1.68
b1226,narJ,1.67
b3624,waaZ,1.67
b0650,hscC,1.67
b0771,ybhJ,1.67
b3022,mqsR,1.67
b0233,yafO,1.66
b1597,asr,1.66
b0752,zitB,1.66
b2783,mazE,1.66
b2583,yfiP,1.66
b1381,ydbH,1.66
b4293,fecI,1.65
b1486,ddpB,1.65
b3710,mdtL,1.65
b2196,ccmF,1.64
b4080,mdtP,1.64
b2449,yffR,1.64
b2712,hypF,1.64
b0697,kdpB,1.64
b1659,ydhB,1.64
b0454,ybaZ,1.64
b2070,yegI,1.64
b1137,ymfD,1.64
b4364,yjjP,1.63
b4063,soxR,1.63
b2335,yfcR,1.63
b1075,flgD,1.63
b1576,ydfD,1.62
b4287,fecE,1.61
b2820,recB,1.6
b1628,rsxB,1.6
b4400,creD,1.59
b4319,fimG,1.59
b1454,yncG,1.59
b3260,dusB,1.59
b0869,ybjT,1.59
b1404,insI3,1.58
b4284,b4284,1.58
b1483,ddpF,1.58
b3674,yidF,1.58
b1141,xisE,1.58
b2395,yfeA,1.58
b2349,intS,1.58
b0256,insI1,1.58
b4313,fimE,1.57
b0315,yahA,1.57
b0129,yadI,1.57
b2940,yqgC,1.57
b2458,eutD,1.56
b1153,ymfQ,1.56
b0852,rimK,1.56
b1588,ynfF,1.55
b3954,yijO,1.55
b2575,trmN,1.55
b3106,yhaK,1.54
b1317,ycjU,1.53
b4159,mscM,1.53
b1310,ycjN,1.52
b1398,paaK,1.51
b3773,ilvY,1.51
b3953,frwD,1.5
b3718,yieK,1.5
b1434,ydcN,1.49
b3505,b3505,1.49
b1844,exoX,1.49
b0259,insH10,1.49
b0552,b0552,1.49
b0656,b0656,1.49
b1331,b1331,1.49
b2030,b2030,1.49
b2192,b2192,1.49
b2982,b2982,1.49
b3218,b3218,1.49
b3422,rtcR,1.49
b1701,fadK,1.49
b2140,dusC,1.49
b3283,yrdD,1.48
b0270,yagG,1.47
b3567,xylG,1.47
b0545,ybcL,1.45
b4151,frdD,1.45
b3323,gspA,1.45
b2424,cysU,1.44
b1022,pgaC,1.44
b2663,gabP,1.43
b0622,pagP,1.42
b0306,ykgE,1.42
b1559,quuQ,1.42
b0781,moaA,1.41
b0714,nei,1.41
b0311,betA,1.41
b2628,yfjL,1.41
b1544,ydfK,1.4
b0402,proY,1.4
b4297,yjhG,1.39
b1313,ycjQ,1.39
b2950,yggR,1.39
b1285,gmr,1.38
b3667,uhpC,1.37
b3665,adeD,1.37
b1843,yobB,1.37
b4061,yjcC,1.36
b4620,yjbT,1.36
b3621,waaC,1.34
b2126,yehU,1.34
b2768,ygcP,1.34
b3085,ygjP,1.34
b4101,phnG,1.34
b2161,nupX,1.33
b1753,ynjA,1.33
b3990,thiH,1.33
b4062,soxS,1.33
b0958,sulA,1.32
b0582,b0582,1.31
b0504,allS,1.31
b0210,yafE,1.31
b1632,rsxE,1.31
b0130,yadE,1.31
b4346,mcrB,1.31
b0016,insL1,1.31
b2321,flk,1.3
b3872,yihL,1.3
b1438,hicB,1.3
b1595,ynfL,1.3
b4114,eptA,1.3
b2373,oxc,1.3
b2451,eutA,1.3
b2868,xdhC,1.29
b0834,yliF,1.29
b3262,yhdJ,1.28
b4033,malF,1.28
b2280,nuoJ,1.28
b2201,ccmA,1.28
b3331,gspJ,1.28
b2121,yehP,1.28
b3358,yhfK,1.27
b3039,ygiD,1.27
b3584,yiaT,1.26
b1338,abgA,1.26
b0403,malZ,1.26
b2385,ypdF,1.26
b4320,fimH,1.26
b1942,fliJ,1.25
b2429,murP,1.25
b1515,lsrD,1.25
b0591,entS,1.25
b4399,creC,1.25
b4455,hokA,1.25
b0815,opgE,1.24
b0554,essD,1.24
b2078,baeS,1.23
b0564,appY,1.23
b1384,feaR,1.23
b2152,yeiB,1.23
b2474,tmcA,1.22
b4120,melB,1.22
b0700,rhsC,1.21
b3951,pflD,1.21
b0368,tauD,1.21
b2380,ypdA,1.2
b0507,gcl,1.2
b0158,btuF,1.2
b1660,ydhC,1.19
b0946,zapC,1.19
b2535,csiE,1.19
b1773,ydjI,1.18
b1655,mepH,1.17
b0933,ssuB,1.17
b2410,yfeH,1.16
b1138,ymfE,1.16
b1385,feaB,1.16
b2326,epmC,1.16
b3647,ligB,1.15
b3861,yihF,1.14
b2633,yfjQ,1.14
b3935,priA,1.14
b3086,ygjQ,1.13
b2466,ypfG,1.12
b3784,wecA,1.12
b3137,kbaY,1.11
b4004,zraR,1.11
b0836,bssR,1.11
b4512,ybdD,1.11
b2247,rhmD,1.11
b0036,caiD,1.11
b4201,priB,1.1
b1833,yebS,1.1
b1039,csgE,1.1
b0823,ybiW,1.1
b4084,alsK,1.09
b2785,rlmD,1.09
b0363,yaiP,1.09
b2944,yggI,1.09
b2387,fryB,1.09
b2005,cbtA,1.08
b2057,wcaC,1.08
b0498,ybbC,1.08
b4095,phnM,1.08
b0211,mltD,1.07
b3521,yhjC,1.07
b0832,gsiD,1.07
b1407,ydbD,1.07
b2702,srlA,1.07
b0038,caiB,1.06
b1501,ydeP,1.06
b4096,phnL,1.06
b4301,sgcE,1.06
b1615,uidC,1.06
b2075,mdtB,1.05
b0286,paoA,1.05
b3104,yhaI,1.04
b0321,yahG,1.04
b3479,nikD,1.03
b2305,yfcI,1.03
b3532,bcsB,1.03
b1339,abgR,1.03
b4128,ghoS,1.03
b1080,flgI,1.02
b0445,ybaE,1.02
b2184,yejH,1.02
b1526,yneJ,1.02
b3531,bcsZ,1.02
b3264,acrS,1.01
b4012,yjaB,1.01
b1370,insH5,1.01
b0107,hofB,1
b0232,yafN,1
b3627,waaO,1
b2866,xdhA,1
b0313,betI,0.996
b0281,intF,0.996
b0347,mhpA,0.996
b0404,acpH,0.993
b0262,afuC,0.992
b2731,fhlA,0.987
b1315,ycjS,0.987
b1387,paaZ,0.979
b3536,bcsE,0.976
b2503,yfgF,0.972
b1394,paaG,0.97
b1643,ydhI,0.97
b0486,ybaT,0.97
b3589,yiaY,0.963
b3575,yiaK,0.961
b2374,frc,0.961
b2197,ccmE,0.958
b3240,aaeB,0.957
b1484,ddpD,0.956
b3712,yieE,0.952
b2877,mocA,0.947
b1815,yoaD,0.946
b1360,ydaV,0.945
b1948,fliP,0.944
b4385,yjjJ,0.944
b3014,yqhH,0.939
b2706,srlM,0.926
b0350,mhpD,0.925
b2119,yehL,0.923
b2177,yejA,0.922
b1485,ddpC,0.919
b3402,yhgE,0.917
b4466,sslE,0.916
b2719,hycG,0.912
b3483,yhhH,0.905
b0020,nhaR,0.899
b0037,caiC,0.898
b4463,ygcU,0.896
b4555,yicS,0.895
b2570,rseC,0.892
b1337,abgB,0.891
b0303,rclB,0.891
b2975,glcA,0.887
b1466,narW,0.886
b2378,lpxP,0.886
b3881,yihT,0.886
b0366,tauB,0.884
b3023,ygiV,0.869
b2037,wzxB,0.867
b2045,wcaK,0.865
b2800,fucA,0.864
b4188,yjfN,0.86
b0942,ycbU,0.859
b1755,ynjC,0.852
b3989,yjaZ,0.849
b2110,yehC,0.845
b0294,ecpR,0.845
b2399,yfeD,0.835
b2506,yfgI,0.833
b0808,ybiO,0.832
b3136,agaS,0.83
b1733,chbG,0.823
b1878,flhE,0.816
b1906,yecH,0.813
b1041,csgB,0.807
b2043,wcaM,0.801
b1974,yodB,0.801
b0377,sbmA,0.8
b2602,yfiL,0.799
b2832,ygdQ,0.794
b2709,norR,0.791
b1645,ydhK,0.789
b2757,casD,0.789
b1001,yccE,0.785
b0191,arfB,0.781
b0320,yahF,0.778
b0944,ycbF,0.778
b0070,setA,0.777
b0252,yafZ,0.777
b1696,ydiP,0.776
b2224,atoB,0.773
b2603,yfiR,0.773
b0245,ykfI,0.764
b2711,norW,0.763
b1491,yddW,0.746
b0976,hyaE,0.745
b0906,ycaP,0.744
b0535,sfmZ,0.743
b1410,ynbC,0.735
b4085,alsE,0.735
b0940,elfC,0.733
b0027,lspA,0.732
b2984,yghR,0.732
b2887,ygfT,0.732
b0061,araD,0.731
b2008,yeeA,0.728
b1585,ynfC,0.726
b0531,sfmC,0.716
b3645,dinD,0.716
b3690,cbrA,0.711
b2444,yffM,0.708
b0457,ylaB,0.707
b0646,djlB,0.707
b4326,iraD,0.705
b3144,yraJ,0.703
b2725,hycA,0.701
b1146,croE,0.701
b4133,cadC,0.699
b2876,yqeC,0.696
b3823,rhtC,0.696
b1630,rsxD,0.695
b0837,yliI,0.695
b3586,yiaV,0.693
b2350,gtrA,0.691
b0614,citX,0.683
b3380,yhfW,0.682
b2886,ygfS,0.68
b3207,yrbL,0.679
b2044,wcaL,0.678
b2933,cmtA,0.677
b1865,nudB,0.676
b2920,scpC,0.673
b2128,yehW,0.666
b0517,allD,0.664
b3090,ygjV,0.664
b3076,ebgA,0.664
b2716,ascB,0.663
b3496,dtpB,0.663
b3654,xanP,0.66
b2547,yphE,0.659
b1752,ydjZ,0.659
b3720,bglH,0.658
b0788,ybhN,0.656
b0326,yahL,0.655
b2088,b2088,0.652
b0950,pqiA,0.652
b1744,astE,0.649
b0576,pheP,0.648
b4166,queG,0.647
b1477,yddM,0.646
b0323,yahI,0.645
b1987,cbl,0.644
b2405,xapR,0.642
b1573,ydfC,0.642
b2046,wzxC,0.64
b3722,bglF,0.638
b2307,hisM,0.637
b0283,paoD,0.637
b0298,insE1,0.635
b0373,b0373,0.635
b0540,b0540,0.635
b1027,b1027,0.635
b0602,ybdN,0.628
b2647,ypjA,0.628
b4212,ytfH,0.623
b0589,fepG,0.622
b4225,chpB,0.622
b2548,yphF,0.622
b1556,essQ,0.62
b2372,yfdV,0.62
b2605,yfiB,0.618
b0060,polB,0.617
b3151,yraQ,0.617
b0618,citC,0.616
b2179,yejE,0.616
b2111,yehD,0.603
b4081,mdtO,0.603
b3678,yidJ,0.6
b1972,yedZ,0.6
b3211,yhcC,0.599
b1408,ynbA,0.594
b3501,arsR,0.59
b2120,yehM,0.589
b0793,ybhS,0.589
b4706,iroK,0.588
b2801,fucP,0.585
b2001,yeeR,0.585
b2054,wcaF,0.584
b1960,vsr,0.581
b4306,yjhP,0.577
b1808,yoaA,0.574
b2888,uacT,0.57
b0546,ybcM,0.568
b2362,yfdS,0.567
b3516,gadX,0.563
b2710,norV,0.56
b4357,lgoR,0.56
b3817,yigF,0.559
b1386,tynA,0.558
b3569,xylR,0.558
b3138,agaB,0.557
b0152,fhuD,0.553
b1336,abgT,0.552
b1172,ymgG,0.552
b0583,entD,0.55
b1497,ydeM,0.548
b1139,lit,0.546
b3898,frvX,0.546
b0548,ninE,0.545
b3258,panF,0.54
b2971,yghG,0.537
b0380,yaiZ,0.535
b0698,kdpA,0.532
b4318,fimF,0.53
b2248,rhmR,0.527
b2845,yqeG,0.524
b1212,prmC,0.519
b1868,yecE,0.517
b3271,yhdZ,0.517
b2923,argO,0.514
b3473,yhhS,0.512
b2361,yfdR,0.511
b2357,yfdN,0.511
b3371,frlB,0.503
b2736,ygbJ,0.502
b2565,recO,0.501
b0644,ybeQ,0.497
b2992,hybE,0.497
b3571,malS,0.497
b3792,wzxE,0.496
b1772,ydjH,0.496
b3457,livH,0.496
b0022,insA1,0.494
b1894,b1894,0.494
b3444,b3444,0.494
b2270,yfbK,0.494
b2726,hypA,0.493
b4118,melR,0.492
b3638,yicR,0.489
b0719,ybgD,0.488
b3878,yihQ,0.485
b1442,ydcU,0.483
b0137,yadL,0.483
b4566,yjhX,0.479
b1144,ymfJ,0.479
b0997,torA,0.475
b0301,rclC,0.474
b3666,uhpT,0.471
b3790,wecD,0.465
b2549,yphG,0.464
b1692,ydiB,0.464
b2739,ygbM,0.46
b1316,ycjT,0.46
b2076,mdtC,0.459
b1074,flgC,0.459
b3886,yihY,0.449
b1439,ydcR,0.448
b4032,malG,0.445
b0319,yahE,0.445
b0007,yaaJ,0.444
b1891,flhC,0.443
b4470,yhaM,0.439
b3327,gspF,0.438
b0555,rrrD,0.438
b0845,ybjJ,0.437
b0689,ybfP,0.436
b3539,yhjV,0.436
b0806,mcbA,0.436
b2760,casA,0.431
b2737,ygbK,0.431
b3383,yhfZ,0.43
b4031,xylE,0.429
b0731,mngA,0.429
b3508,yhiD,0.428
b0340,cynS,0.428
b2546,yphD,0.427
b4299,yjhI,0.425
b0624,flc,0.425
b2272,yfbM,0.425
b3691,dgoT,0.415
b0497,rhsD,0.415
b1500,safA,0.414
b1428,ydcK,0.412
b4509,ylcG,0.412
b3057,bacA,0.409
b3478,nikC,0.408
b2489,hyfI,0.407
b3622,waaL,0.401
b2715,ascF,0.4
b2542,hcaD,0.398
b3723,bglG,0.395
b4086,alsC,0.391
b2774,ygcW,0.39
b0964,yccT,0.39
b4210,ytfF,0.387
b2622,intA,0.383
b0856,potH,0.38
b2631,rnlB,0.379
b4353,yjiX,0.378
b0213,yafS,0.377
b4475,rtcA,0.377
b3507,dctR,0.374
b1352,kilR,0.371
b1907,tyrP,0.369
b3905,rhaS,0.367
b0285,paoB,0.366
b2966,yqgA,0.365
b0799,dinG,0.355
b2626,yfjJ,0.355
b2223,atoE,0.353
b2384,ypdE,0.351
b1546,tfaQ,0.345
b0696,kdpC,0.345
b3646,yicG,0.344
b2364,dsdC,0.343
b3227,dcuD,0.342
b3903,rhaA,0.341
b2178,yejB,0.34
b1213,ychQ,0.337
b2010,dacD,0.336
b0358,yaiO,0.335
b3482,rhsB,0.335
b1572,ydfB,0.335
b1357,ydaS,0.334
b2360,yfdQ,0.333
b4331,kptA,0.332
b0813,rhtA,0.328
b0896,dmsC,0.324
b2203,napB,0.323
b1121,ycfZ,0.319
b2928,yggC,0.319
b0225,yafQ,0.317
b2604,yfiN,0.316
b4329,yjiG,0.315
b0590,fepD,0.309
b4047,yjbL,0.307
b4340,yjiR,0.305
b2060,wzc,0.304
b1551,ynfN,0.304
b2221,atoD,0.296
b4267,idnD,0.296
b1937,fliE,0.292
b1373,tfaR,0.289
b2050,wcaI,0.289
b4289,fecC,0.287
b4050,pspG,0.284
b0777,bioC,0.284
b2769,ygcQ,0.28
b0398,sbcD,0.279
b1514,lsrC,0.278
b2207,napD,0.278
b4315,fimI,0.278
b3675,yidG,0.277
b1489,dosP,0.276
b1476,fdnI,0.275
b3471,yhhQ,0.272
b0305,rclR,0.272
b0603,ybdO,0.272
b1351,racC,0.27
b4341,yjiS,0.269
b2491,hyfR,0.269
b3215,yhcA,0.267
b0601,ybdM,0.266
b0959,sxy,0.264
b0505,allA,0.264
b3585,yiaU,0.263
b2365,dsdX,0.262
b2213,ada,0.26
b3338,chiA,0.257
b2158,yeiH,0.255
b0427,yajR,0.253
b1319,ompG,0.251
b3080,ygjK,0.247
b1164,ycgZ,0.246
b1419,ydcA,0.245
b3110,yhaO,0.244
b4125,dcuS,0.243
b1959,yedA,0.243
b1522,yneF,0.242
b2354,yfdK,0.242
b3485,yhhJ,0.242
b2627,yfjK,0.24
b1741,cho,0.24
b3576,yiaL,0.239
b3334,gspM,0.238
b4078,yjcO,0.238
b2389,yfeO,0.238
b1025,ycdT,0.236
b3753,rbsR,0.234
b3468,yhhN,0.232
b2972,pppA,0.232
b1453,ansP,0.231
b4028,yjbG,0.231
b2788,gudX,0.23
b1201,dhaR,0.228
b3103,yhaH,0.227
b4532,hicA,0.225
b4460,araH,0.223
b2759,casB,0.223
b1196,ycgY,0.222
b1504,ydeS,0.221
b3593,rhsA,0.221
b3060,ttdR,0.22
b2771,ygcS,0.22
b2292,yfbS,0.219
b3477,nikB,0.219
b0433,ampG,0.218
b3159,yhbV,0.218
b2200,ccmB,0.215
b2164,psuT,0.213
b1168,ycgG,0.21
b3366,nirD,0.21
b1181,ycgN,0.209
b3382,yhfY,0.208
b3367,nirC,0.207
b0040,caiT,0.206
b3142,yraH,0.205
b3909,kdgT,0.205
b0339,cynT,0.203
b2841,araE,0.201
b1309,ycjM,0.2
b2072,yegK,0.197
b2446,yffO,0.197
b0364,yaiS,0.196
b1011,rutB,0.195
b4102,phnF,0.195
b1254,yciB,0.194
b3121,yhaC,0.193
b1085,yceQ,0.193
b1790,yeaM,0.193
b2336,yfcS,0.191
b0466,ybaM,0.191
b4294,insA7,0.191
b2271,yfbL,0.188
b2459,eutT,0.188
b4334,yjiL,0.187
b4082,mdtN,0.187
b2205,napG,0.186
b3717,cbrC,0.185
b0509,glxR,0.185
b2740,ygbN,0.185
b0140,yadV,0.185
b0787,ybhM,0.183
b3937,yiiX,0.182
b3474,yhhT,0.181
b3711,yidZ,0.18
b0267,yagA,0.18
b1488,ddpX,0.179
b0613,citG,0.179
b3269,yhdX,0.176
b2645,yfjZ,0.176
b4621,yjbS,0.176
b0533,sfmH,0.175
b1312,ycjP,0.175
b2233,yfaL,0.175
b2163,yeiL,0.175
b3754,hsrA,0.175
b2544,yphB,0.173
b0153,fhuB,0.173
b2469,narQ,0.173
b2929,yggD,0.173
b2835,lplT,0.172
b2968,yghD,0.171
b1601,tqsA,0.171
b2723,hycC,0.17
b4106,phnC,0.169
b1758,ynjF,0.167
b0335,prpE,0.163
b3943,yijE,0.163
b0117,yacH,0.162
b3656,yicI,0.162
b2462,eutS,0.16
b3214,gltF,0.159
b1158,pinE,0.158
b2682,ygaZ,0.158
b1528,ydeA,0.158
b0818,ybiR,0.156
b0375,yaiV,0.156
b4288,fecD,0.155
b0011,yaaW,0.155
b2219,atoS,0.155
b4478,dgoD,0.155
b2199,ccmC,0.154
b0704,ybfC,0.153
b3395,hofM,0.153
b1349,recT,0.152
b4268,idnK,0.152
b2851,ygeG,0.151
b4300,sgcR,0.15
b3048,yqiI,0.149
b0265,insA2,0.148
b0275,b0275,0.148
b1862,yebB,0.148
b2368,emrK,0.148
b3184,yhbE,0.148
b4516,b4516,0.148
b1873,torY,0.147
b3077,ebgC,0.146
b0899,ycaM,0.144
b2056,wcaD,0.144
b0900,ycaN,0.144
b2141,yohJ,0.143
b3013,yqhG,0.142
b2269,elaD,0.141
b3902,rhaD,0.138
b4230,ytfT,0.137
b1023,pgaB,0.137
b1523,yneG,0.136
b2990,hybG,0.136
b1840,yebZ,0.135
b0293,ecpA,0.133
b3284,smg,0.133
b1943,fliK,0.131
b1669,ydhT,0.131
b4477,dgoA,0.13
b1553,rzpQ,0.13
b1391,paaD,0.13
b3411,yhgA,0.13
b4482,yigE,0.13
b0934,ssuC,0.129
b3376,yhfS,0.128
b0254,perR,0.128
b3693,dgoK,0.127
b0013,yaaI,0.127
b1397,paaJ,0.125
b3659,setC,0.123
b1161,ycgX,0.123
b3550,yiaC,0.122
b0858,ybjO,0.122
b3824,rhtB,0.121
b3890,yiiF,0.121
b4522,ymiA,0.12
b2136,yohD,0.12
b3216,yhcD,0.117
